,PIT,,2003,2004,2007,2008,2009 Winter,2009 Summer,2010 Winter,2010 Summer,2011 Winter,2011 Summer,2012 Winter,2012 Summer,2013 Winter,2013 Summer,2014 Winter,2014 Summer,,Teeth 1 ,Teeth 2,Teeth 3,,Male,Female,,Summer,Winter,,Weight,
/*,70797638,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,1,0,,1,0,,280,;
/*,70797638,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,1,0,,1,0,,300,;
/*,70797638,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,,0,1,,1,0,,NA,;
/*,70797792,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,1,0,,1,0,,260,;
/*,70797794,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,,1,0,,1,0,,820,;
/*,70797794,*/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,1,,1,0,,0,1,,780,;
/*,70797794,*/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,1,,1,0,,0,1,,NA,;
/*,70797794,*/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,,0,1,,0,1,,NA,;
/*,70797794,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,1,0,,0,1,,780,;
/*,70797813,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,720,;
/*,70797813,*/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,,1,0,,0,1,,690,;
/*,70798005,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,0,1,,1,0,,360,;
/*,70798005,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,,0,1,,1,0,,440,;
/*,70798005,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,,0,1,,1,0,,420,;
/*,70798621,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,0,1,,0,1,,420,;
/*,70798621,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,0,1,,0,1,,420,;
/*,70799005,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,0,1,,1,0,,340,;
/*,70799010,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,720,;
/*,70799010,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,660,;
/*,70799088,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,,0,1,,1,0,,430,;
/*,70799088,*/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,,0,1,,0,1,,540,;
/*,70799088,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,0,1,,390,;
/*,70799088,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,0,1,,440,;
/*,70799256,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,570,;
/*,70799256,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,580,;
/*,70799256,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,NA,;
/*,70799256,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,610,;
/*,70799256,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,,1,0,,1,0,,590,;
/*,70799256,*/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,,1,0,,0,1,,740,;
/*,70799256,*/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,,1,0,,0,1,,NA,;
/*,70799380,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,660,;
/*,70799805,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,620,;
/*,70799805,*/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,,1,0,,0,1,,800,;
/*,70799830,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,0,1,,1,0,,400,;
/*,70800267,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,580,;
/*,70800267,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,560,;
/*,70800282,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,580,;
/*,70801047,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,580,;
/*,70801105,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,690,;
/*,70801105,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,640,;
/*,70801105,*/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,,1,0,,0,1,,740,;
/*,70801818,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,620,;
/*,70801878,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,1000,;
/*,70802264,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,660,;
/*,70802264,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,620,;
/*,70802264,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,NA,;
/*,70802264,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,NA,;
/*,70802544,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,,0,1,,1,0,,400,;
/*,70802544,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,,0,1,,1,0,,400,;
/*,70802544,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,,0,1,,1,0,,390,;
/*,70802544,*/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,,0,1,,0,1,,440,;
/*,70802876,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,740,;
/*,70803083,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,0,1,,1,0,,390,;
/*,70803604,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,0,1,,1,0,,380,;
/*,70803604,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,,0,1,,1,0,,390,;
/*,70803604,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,,0,1,,1,0,,380,;
/*,70804827,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,560,;
/*,70805018,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,NA,;
/*,70805018,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,NA,;
/*,70805018,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,520,;
/*,70805262,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,480,;
/*,70806093,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,360,;
/*,70806581,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,,1,0,,0,1,,520,;
/*,70806581,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,,1,0,,0,1,,520,;
/*,70807093,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,760,;
/*,70807259,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,840,;
/*,70807581,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,560,;
/*,70807581,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,NA,;
/*,70807581,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,560,;
/*,70807589,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,0,1,,1,0,,420,;
/*,70807589,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,0,1,,0,1,,380,;
/*,70807589,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,,0,1,,1,0,,NA,;
/*,70808011,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,780,;
/*,70808804,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,,1,0,,0,1,,640,;
/*,70808804,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,,1,0,,0,1,,640,;
/*,70809035,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,380,;
/*,70809035,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,340,;
/*,70809035,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,640,;
/*,70809035,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,NA,;
/*,70809340,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,820,;
/*,70809538,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,NA,;
/*,70809538,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,780,;
/*,70809538,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,,1,0,,1,0,,760,;
/*,70809633,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,370,;
/*,70809633,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,380,;
/*,70810083,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,660,;
/*,70810320,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,,0,1,,0,1,,400,;
/*,70811341,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,280,;
/*,70811341,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,580,;
/*,70811547,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,0,1,,1,0,,120,;
/*,70811547,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,0,1,,370,;
/*,70811547,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,0,1,,440,;
/*,70812019,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,580,;
/*,70812082,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,1,0,,1,0,,420,;
/*,70812082,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,,1,0,,0,1,,780,;
/*,70812260,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,620,;
/*,70812260,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,600,;
/*,70812260,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,600,;
/*,70812260,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,600,;
/*,70812260,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,580,;
/*,70812264,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,520,;
/*,70812264,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,440,;
/*,70812264,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,320,;
/*,70812264,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,320,;
/*,70812329,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,720,;
/*,70813035,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,660,;
/*,70813296,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,1,0,,1,0,,220,;
/*,70813296,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,NA,;
/*,70814106,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,0,1,,1,0,,420,;
/*,70814106,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,0,1,,0,1,,390,;
/*,70814106,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,0,1,,0,1,,360,;
/*,70814106,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,,0,1,,1,0,,NA,;
/*,70814106,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,,1,0,,1,0,,420,;
/*,70870589,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,0,1,,0,1,,380,;
/*,70870589,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,0,1,,0,1,,380,;
/*,84371571,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,0,1,,450,;
/*,87371380,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,580,;
/*,87371381,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,260,;
/*,87371529,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,860,;
/*,87371529,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,820,;
/*,87371531,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,250,;
/*,87371531,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,464.710017,;
/*,87371531,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,240,;
/*,87371531,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,464.049058,;
/*,87371566,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,760,;
/*,87371566,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,468.014811,;
/*,87371566,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,700,;
/*,87371566,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,467.353852,;
/*,87371568,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,320,;
/*,87371569,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,700,;
/*,87371571,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,360,;
/*,87371571,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,360,;
/*,87371586,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,560,;
/*,87371586,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,459.422345,;
/*,87371592,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,420,;
/*,87371592,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,380,;
/*,87371592,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,0,1,,450,;
/*,87371596,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,400,;
/*,87371617,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,700,;
/*,87371617,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,475.946319,;
/*,87371617,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,1,0,,1,0,,810,;
/*,87371617,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,475.28536,;
/*,87371618,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,780,;
/*,87371619,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,340,;
/*,87371619,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,660,;
/*,87371619,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,640,;
/*,87371630,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,110,;
/*,87371630,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,110,;
/*,87371630,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,110,;
/*,87371632,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,480,;
/*,87371632,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,,0,1,,0,1,,NA,;
/*,87371633,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,680,;
/*,87371633,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,680,;
/*,87371636,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,660,;
/*,87371636,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,660,;
/*,87371783,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,540,;
/*,87371783,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,456.778509,;
/*,87371783,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,1,,1,0,,380,;
/*,87371783,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,456.11755,;
/*,87371785,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,380,;
/*,87371785,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,370,;
/*,87371802,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,670,;
/*,87371808,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,760,;
/*,87371809,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,520,;
/*,87371821,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,620,;
/*,87371821,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,620,;
/*,87371838,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,760,;
/*,87371846,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,400,;
/*,87371846,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,1,,1,0,,480,;
/*,87371846,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,1,,0,1,,1,0,,380,;
/*,87371857,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,500,;
/*,87371857,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,500,;
/*,87371869,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,720,;
/*,87371893,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,540,;
/*,87371893,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,450.168919,;
/*,87371893,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,0,1,,530,;
/*,87371893,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,0,1,,449.507961,;
/*,87372008,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,600,;
/*,87372008,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,600,;
/*,87372010,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,360,;
/*,87372010,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,,0,1,,0,1,,NA,;
/*,87372022,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,340,;
/*,87372022,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,460,;
/*,87372031,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,200,;
/*,87372031,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,200,;
/*,87372036,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,540,;
/*,87372036,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,474.624401,;
/*,87372036,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,540,;
/*,87372036,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,473.963442,;
/*,87372061,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,1,,1,0,,440,;
/*,87372061,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,1,,1,0,,360,;
/*,87372062,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,620,;
/*,87372064,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,520,;
/*,87372092,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,660,;
/*,87372108,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,440,;
/*,87372259,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,400,;
/*,87372259,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,,0,1,,1,0,,450,;
/*,87372259,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,,0,1,,1,0,,400,;
/*,87372259,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,,0,1,,1,0,,380,;
/*,87372300,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,860,;
/*,87372302,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,160,;
/*,87372307,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,540,;
/*,87372307,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,560,;
/*,87372342,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,800,;
/*,87372342,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,860,;
/*,87372342,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,770,;
/*,87372372,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,340,;
/*,87372372,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,570,;
/*,87372372,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,570,;
/*,87372380,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,850,;
/*,87372528,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,380,;
/*,87372530,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,700,;
/*,87372530,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,720,;
/*,87372530,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,750,;
/*,87372534,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,600,;
